ISIN_CODE,BSE_Symbol,OneWR,OneMR,ThreeMR,OneYR,ThreeYR,FiveYR,TenYR,P_E,Sector_PE,P_B,Median_PB,DE_Ratio,ROE,EYield,DYield,OPM,EV_EBITDA,PS_Ratio,PCF,PEG_Ratio,FCF,LTD,OverallValue,bullpattn,bearpattn,PSAR,momentum,daily_vol,slowRSI,AweOsc,week_vol,fastRSI,UltOsc,month_vol,bullupdates,bearupdates
INE248A01017,523610,2.03,-0.8,70.27,395.51,73.89,43.93,10.6,50.57,33.035,-8.75,27.35 (1-Y),-1.36,0,3.29,0,20.27,29.25,6.87,-27.25,0.6,-204.21,1179.17,Poor,Bullish Harami Formation formed on 16-Nov-2017<br />Three Inside Up formed on 14-Nov-2017<br />Weekly Bullish Harami Formation formed on 14-Nov-2017<br />Weekly Inverted Hammer Formation formed on 10-Nov-2017<br />Bullish Engulfing Formation formed on 06-Nov-2017,Monthly Dark Cloud cover Formation formed on 17-Nov-2017<br />Weekly Spinning Top formed on 16-Nov-2017<br />Monthly Dark Cloud cover Formation formed on 10-Nov-2017<br />Dark Cloud cover Formation formed on 07-Nov-2017<br />Monthly Spinning Top formed on 07-Nov-2017,145.49243,1.29999,0.0329,49.19,19.229412,0.0397,28.66,42.5,0.0555,-,Monthly MACD Below Zero Line seen on 21-Nov-2017<br />Weekly MACD Below Zero Line seen on 21-Nov-2017<br />MACD Below Zero Line seen on 21-Nov-2017
INE478D01014,522183,19.38,7.63,57.63,303.84,76.81,50.66,15.14,13.34,23.225,2.03,6.97 (5-Y),0.43,13.99,10.45,0.24,11.56,9.33,0.85,11.59,0.5,5.02,12.43,Not cheap but still Good,-,-,191.74287,-8.05,0.0303,0,7.928236,0.0619,0,36.05,0.061,-,-
INE043C01018,507580,6.9,6.03,21.65,64.63,47.41,36.63,18.14,18,21.34333333,2.52,11.64 (5-Y),0.19,16.66,8.43,1.06,11.57,11.07,1.08,39.85,1.14,-18.31,13.95,Somewhat costly but justifies,Weekly Bullish Harami Formation formed on 14-Nov-2017<br />Monthly Inverted Hammer Formation formed on 03-Nov-2017<br />Bullish Piercing Formation formed on 27-Oct-2017<br />Bullish Engulfing Formation formed on 18-Oct-2017<br />Weekly Three Inside Up formed on 12-Oct-2017,Weekly Three Inside Down formed on 17-Nov-2017<br />Bearish Harami Formation formed on 17-Nov-2017<br />Monthly Dark Cloud cover Formation formed on 16-Nov-2017<br />Weekly Bearish Harami Formation formed on 10-Nov-2017<br />Monthly Dark Cloud cover Formation formed on 09-Nov-2017,168.3952,11.15001,0.0594,47.94,0.347499,0.043,77.54,55.44,0.0473,-,-
INE875A01025,530773,0,0,-14.14,10.39,-38.25,-36.04,-32.99,-,10.05,-2.5,-,-13.57,0,-3.53,0,-3.8,-34.42,0.17,0.23,-,113.34,10723.05,Poor,Bullish Harami Formation formed on 16-Nov-2017<br />Inverted Hammer Formation formed on 10-Nov-2017<br />Bullish Harami Formation formed on 08-Nov-2017<br />Bullish MaruBozu formed on 26-Oct-2017<br />Monthly Bullish Harami Formation formed on 24-Oct-2017,Monthly Dark Cloud cover Formation formed on 16-Nov-2017<br />Three Outside Down formed on 14-Nov-2017<br />Weekly Bearish MaruBozu formed on 13-Nov-2017<br />Bearish MaruBozu formed on 13-Nov-2017<br />Weekly Dark Cloud cover Formation formed on 10-Nov-2017,4.107178,0.3,0.0333,92.33,0.090882,0.0486,94.66,48,0.0473,ADX +DI Cross Above - DI seen on 21-Nov-2017<br />ADX +DI Cross Above - DI Monthly ADX seen on 21-Nov-2017<br />ADX +DI Cross Above - DI Weekly ADX seen on 21-Nov-2017<br />CMF-Bullish Trend Change seen on 20-Nov-2017<br />MACD Above Zero Line seen on 20-Nov-2017,Monthly MACD Below Signal Line seen on 21-Nov-2017<br />Weekly MACD Below Zero Line seen on 21-Nov-2017<br />Weekly MACD Below Signal Line seen on 21-Nov-2017<br />Monthly MACD Below Zero Line seen on 21-Nov-2017<br />MACD Below Zero Line seen on 21-Nov-2017
INE079L01013,522245,-,-,-,-,-,-,-,-,20.86333333,0.98,25.48 (3-Y),0.11,8.41,5.13,0,6.42,9.88,0.5,3.34,-,0.65,0.37,Poor,-,-,4.713128,-0.89,0.0501,0,-0.813588,0,0,1.98,0,-,-
INE848A01014,532341,-4.18,7.39,14.07,41.23,33.7,28.73,-14.6,11.17,16.165,0.42,11.29 (5-Y),0.13,2.82,8.43,0,31.93,5.4,1.33,15.9,-2.82,-6.39,23.97,Very Cheap,Monthly Three Inside Up formed on 17-Nov-2017<br />Inverted Hammer Formation formed on 16-Nov-2017<br />Monthly Three Inside Up formed on 10-Nov-2017<br />Bullish GapUp Formation formed on 10-Nov-2017<br />Weekly Inverted Hammer Formation formed on 07-Nov-2017,Bearish GapDown Formation formed on 16-Nov-2017<br />Bearish MaruBozu formed on 15-Nov-2017<br />Three Outside Down formed on 15-Nov-2017<br />Weekly Dark Cloud cover Formation formed on 08-Nov-2017<br />Bearish MaruBozu formed on 07-Nov-2017,59.6251,2.35,0.0407,78.02,-2.29,0.0474,86.59,43.65,0.046,MACD Above Zero Line seen on 21-Nov-2017<br />Crossed Above Weekly Central Line seen on 21-Nov-2017<br />PSAR Bullish Reversal on Monthly Chart seen on 20-Nov-2017<br />PSAR Bullish Reversal on Weekly Chart seen on 20-Nov-2017,PSAR Bearish Reversal on Monthly Chart seen on 21-Nov-2017<br />MACD Below Signal Line seen on 21-Nov-2017<br />Monthly MACD Below Signal Line seen on 21-Nov-2017<br />Weekly MACD Below Signal Line seen on 21-Nov-2017<br />PSAR Bearish Reversal on Weekly Chart seen on 21-Nov-2017
INE576I01022,532940,18.1,27.12,53.85,66.29,14.39,20.52,-,21.62,21.6525,1.55,15.32 (5-Y),0.31,7.88,10.13,0.68,17.77,7.71,1.56,8.25,3.39,91.87,436.69,Cheap,Monthly Hammer Formation formed on 17-Nov-2017<br />Weekly Bullish Piercing Formation formed on 17-Nov-2017<br />Bullish GapUp Formation formed on 16-Nov-2017<br />Bullish Harami Formation formed on 10-Nov-2017<br />Bullish GapUp Formation formed on 06-Nov-2017,Bearish Harami Formation formed on 15-Nov-2017<br />Dark Cloud cover Formation formed on 27-Oct-2017<br />Three Inside Down formed on 03-Oct-2017<br />Bearish Harami Formation formed on 29-Sep-2017<br />Weekly Bearish Engulfing Formation formed on 29-Sep-2017,245.50008,39.95001,0.0473,79.44,39.601913,0.0885,68.22,48.92,0.0626,CMF-Bullish Trend Change seen on 21-Nov-2017<br />10 Days Price & Vol Moving Up seen on 21-Nov-2017<br />Crossed Above Weekly Central Line seen on 20-Nov-2017<br />ADX +DI Cross Above - DI seen on 17-Nov-2017,CMF-Bearish Trend Change seen on 17-Nov-2017
INE075K01013,538539,-12.78,-,-27.14,-,-,-,-,-,61.94643766,1.24,-,0,-0.82,-0.53,0,-1533.88,-191.05,1111.5,-115.07,-,-0.17,-,Very Poor,-,-,-,-,-,-,-,-,-,-,-,-,-
INE508N01025,538422,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Cheap,-,-,-,-,-,-,-,-,-,-,-,-,-
INE144C01014,530711,9.8,2.87,21.21,8.17,8.16,15.98,6.74,21.79,27.66,0.59,6.64 (5-Y),0.03,3.38,7.84,0,16.16,5.07,0.71,6.54,-1.64,0.04,0.51,Cheap,-,-,12.3426,-0.25,0.0513,54.48,0.594912,0.0376,56.62,38.72,0.042,-,-
INE574A01016,507155,10.73,18.87,25.42,2.68,12.18,-1.21,-2.86,-,-,-6.57,47.06 (5-Y),-8.63,-437.3,-9.99,0,-11.17,-12.65,0.51,10.13,-,-71.19,285.25,Very Poor,-,-,52.37504,2.4,0.0429,74.38,1.259559,0.0252,94.69,57.04,0.0297,-,-
INE702H01018,532825,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Somewhat costly but justifies,-,-,-,-,-,-,-,-,-,-,-,-,-
INE199G01027,532705,2.98,-4.47,-4.79,-1.21,7.54,10.36,3.07,16.7,16.7,3.65,18.22 (5-Y),0.14,18.45,9.36,1.8,29.82,9.29,2.72,10.95,2.14,331.04,308.42,Not cheap but still Good,Weekly Three Inside Up formed on 27-Oct-2017<br />Bullish Harami Formation formed on 23-Oct-2017<br />Bullish GapUp Formation formed on 19-Oct-2017<br />Weekly Bullish Harami Formation formed on 19-Oct-2017<br />Bullish Piercing Formation formed on 17-Oct-2017,Three Dark Crows formed on 15-Nov-2017<br />Three Outside Down formed on 06-Nov-2017<br />Bearish Engulfing Formation formed on 03-Nov-2017<br />Weekly Dark Cloud cover Formation formed on 03-Nov-2017<br />Weekly Bearish Engulfing Formation formed on 01-Nov-2017,171.87132,6.25001,0.0141,90.84,0.782649,0.0244,83.46,39.14,0.0232,-,Stock Broke Weekly Support seen on 21-Nov-2017<br />Crossed Below Weekly Central Line seen on 20-Nov-2017<br />Stock Broke Monthly Support seen on 17-Nov-2017<br />Monthly MACD Below Zero Line seen on 14-Nov-2017<br />MACD Below Zero Line seen on 14-Nov-2017
INE685B01018,520139,-,-,-,-,15.07,0.93,-13.6,-,-,-1.07,15.5 (5-Y),0,0,-0.86,0,-,-27.16,-,-22.12,-,-0.44,-,Poor,-,-,4.38,0.3,0.0472,39.18,0.034588,0.0029,53.66,57.28,0.0007,-,-
INE582C01015,530601,-4.99,-,-,145.37,33.8,0.14,-,-,61.94643766,3.08,7.65 (5-Y),0,-1.51,-7.9,0,-21.18,-12.66,-26.17,47.48,-,0.07,-,Very Poor,-,-,-,-,-,-,-,-,-,-,-,-,-
INE048B01027,507789,4.31,6.2,15.65,23.59,-0.14,21.14,6.64,13.39,16.76,0.96,21.98 (5-Y),0.08,12.32,13.78,0.29,4.34,6120.12,0.7,-28.37,3.5,48.55,7.93,Very Poor,Inverted Hammer at Downtrend formed on 17-Nov-2017<br />Bullish Harami Formation formed on 16-Nov-2017<br />Bullish Piercing Formation formed on 16-Oct-2017<br />Weekly Three Inside Up formed on 13-Oct-2017<br />Monthly Bullish Harami Formation formed on 10-Oct-2017,Spinning Top formed on 16-Nov-2017<br />Monthly Bearish Harami Formation formed on 14-Nov-2017<br />Monthly Bearish Harami Formation formed on 10-Nov-2017<br />Dark Cloud cover Formation formed on 10-Nov-2017<br />Monthly Spinning Top formed on 09-Nov-2017,33.026367,6.799999,0.2018,58.65,1.841177,0.0763,70.66,67.22,0.0618,Crossed Above Weekly Central Line seen on 17-Nov-2017,PSAR Bearish Reversal on Monthly Chart seen on 21-Nov-2017<br />Monthly MACD Below Signal Line seen on 21-Nov-2017<br />PSAR Bearish Reversal on Weekly Chart seen on 21-Nov-2017<br />MACD Below Signal Line seen on 21-Nov-2017<br />Weekly MACD Below Signal Line seen on 21-Nov-2017
INE091G01018,532976,2.26,21.52,20.44,30.29,-6.44,-17.04,-26.45,-,-,-0.12,-,-3.28,0,-4.26,0,-4.57,-76.33,0.08,-1.27,-,-150.95,3641.45,Poor,Weekly Bullish Piercing Formation formed on 17-Nov-2017<br />Bullish MaruBozu formed on 16-Nov-2017<br />Weekly Bullish MaruBozu formed on 13-Nov-2017<br />Bullish Harami Formation formed on 06-Nov-2017<br />Weekly Bullish Harami Formation formed on 06-Nov-2017,Monthly Bearish Harami Formation formed on 17-Nov-2017<br />Spinning Top formed on 15-Nov-2017<br />Bearish Harami Formation formed on 14-Nov-2017<br />Weekly Three Inside Down formed on 10-Nov-2017<br />Monthly Bearish Harami Formation formed on 09-Nov-2017,13.573488,4,0.0521,90.95,3.480441,0.048,79.88,70.8,0.0617,Crossed Above Weekly Central Line seen on 17-Nov-2017<br />ADX +DI Cross Above - DI seen on 17-Nov-2017,PSAR Bearish Reversal on Monthly Chart seen on 21-Nov-2017<br />PSAR Bearish Reversal on Weekly Chart seen on 21-Nov-2017<br />ADX -DI Cross Above + DI seen on 15-Nov-2017
INE070D01027,512237,36.93,32.18,106.19,199.24,21.67,23.28,-17.12,-,16.365,2.06,18.2 (5-Y),0.75,-0.82,2.48,0.32,15.55,37.59,4.85,32.97,-,-1.78,922.99,Poor,Bullish Harami Formation formed on 16-Nov-2017<br />Bullish Harami Formation formed on 09-Nov-2017<br />Three Inside Up formed on 02-Nov-2017<br />Bullish Harami Formation formed on 01-Nov-2017<br />Three Inside Up formed on 24-Oct-2017,Monthly Dark Cloud cover Formation formed on 17-Nov-2017<br />Three Dark Crows formed on 15-Nov-2017<br />Monthly Dark Cloud cover Formation formed on 10-Nov-2017<br />Spinning Top formed on 09-Nov-2017<br />Bearish Engulfing Formation formed on 19-Oct-2017,125.21275,8.2,0.0356,82.22,11.446177,0.046,68.51,46.49,0.0553,ADX +DI Cross Above - DI seen on 21-Nov-2017<br />PSAR Bullish Reversal on Weekly Chart seen on 21-Nov-2017<br />Stock Broke Monthly Resistance seen on 21-Nov-2017<br />Monthly CMF-Bullish Trend Change seen on 21-Nov-2017<br />MACD Above Zero Line seen on 21-Nov-2017,CMF-Bearish Trend Change seen on 21-Nov-2017<br />Monthly MACD Below Zero Line seen on 17-Nov-2017<br />MACD Below Zero Line seen on 17-Nov-2017<br />Weekly MACD Below Zero Line seen on 17-Nov-2017<br />ADX -DI Cross Above + DI seen on 15-Nov-2017
INE250C01027,523467,13.64,-,-,31.48,0,-17.39,-,0.29,52.29666667,1.19,0.18 (5-Y),0,0,401.72,0,-,0.26,25.77,-0.51,0,5.83,-,Somewhat costly but justifies,-,-,0.237648,-0.01,0,16.42,-0.008,0.0277,0,38.73,0.0087,-,-
INE343D01010,531339,0,0.33,6.95,5.26,-31.91,-32.94,-27.74,-,-,0.32,7.19 (5-Y),191.81,0,-0.55,0,15.02,61.29,0.11,57.57,-,-20.93,573.93,Very Costly,Bullish GapUp Formation formed on 29-Sep-2017<br />Bullish GapUp Formation formed on 22-Sep-2017<br />Weekly Inverted Hammer Formation formed on 24-Aug-2017<br />Weekly Bullish Piercing Formation formed on 18-Aug-2017<br />Weekly Inverted Hammer Formation formed on 07-Jul-2017,Bearish GapDown Formation formed on 05-Oct-2017<br />Bearish GapDown Formation formed on 28-Sep-2017<br />Weekly Bearish GapDown Formation formed on 22-Sep-2017<br />Monthly Spinning Top formed on 31-Aug-2017<br />Weekly Bearish GapDown Formation formed on 11-Aug-2017,5.2,0.0000002,0.0459,69.5,-0.194853,0.0092,80.7,45.68,0.0052,-,-
INE156E01014,514312,9.71,-25.87,-11.52,-64.77,-40.19,-15.73,-10.67,14.35,25.788,0.1,88.96 (5-Y),0.05,0.47,5.25,0,88.97,19.75,7.93,-,0.49,0.07,0.77,Very Cheap,-,-,2.434062,0.11,0,100,0.203823,0,100,97.71,0.001,-,-
INE175A01038,500219,13.16,21.13,21.46,32.59,10.47,12.15,-0.27,41.21,41.21,1.34,36.25 (5-Y),0.97,4.23,7.24,0.66,14.79,9.3,0.8,8.37,-7.06,-197.75,4033.48,Somewhat costly but justifies,Weekly Bullish Harami Formation formed on 15-Nov-2017<br />Three Inside Up formed on 14-Nov-2017<br />Bullish Harami Formation formed on 13-Nov-2017<br />Bullish Engulfing Formation formed on 31-Oct-2017<br />Weekly Bullish Harami Formation formed on 26-Oct-2017,Monthly Dark Cloud cover Formation formed on 13-Nov-2017<br />Monthly Spinning Top formed on 09-Nov-2017<br />Weekly Bearish Harami Formation formed on 06-Nov-2017<br />Monthly Spinning Top formed on 25-Oct-2017<br />Weekly Spinning Top formed on 23-Oct-2017,93.52599,9.149997,0.0336,86.92,0.036912,0.0356,100,52.13,0.0304,MACD Above Zero Line seen on 21-Nov-2017<br />Weekly CMF-Bullish Trend Change seen on 21-Nov-2017<br />Stock Broke Weekly Resistance seen on 21-Nov-2017<br />Crossed Above Weekly Central Line seen on 21-Nov-2017<br />CMF-Bullish Trend Change seen on 17-Nov-2017,Crossed Below Weekly Central Line seen on 15-Nov-2017<br />MACD Below Signal Line seen on 14-Nov-2017<br />Weekly MACD Below Signal Line seen on 14-Nov-2017<br />Monthly MACD Below Signal Line seen on 14-Nov-2017<br />ADX -DI Cross Above + DI seen on 13-Nov-2017
IN9175A01010,570004,9.24,17.83,18.5,42.13,9.99,15.18,-,1.98,61.94643766,-,1.72 (1-Y),-,-,-,0,-,-,-,-,-,-,-,Not Assessed,Weekly Bullish Harami Formation formed on 16-Nov-2017<br />Monthly Inverted Hammer Formation formed on 15-Nov-2017<br />Weekly Three Inside Up formed on 27-Oct-2017<br />Bullish Harami Formation formed on 24-Oct-2017<br />Weekly Bullish Harami Formation formed on 19-Oct-2017,Monthly Bearish Harami Formation formed on 15-Nov-2017<br />Three Outside Down formed on 13-Nov-2017<br />Monthly Bearish Harami Formation formed on 10-Nov-2017<br />Weekly Bearish Harami Formation formed on 09-Nov-2017<br />Three Inside Down formed on 07-Nov-2017,59.86876,8.8,0.0429,87.37,1.868677,0.0603,98.77,45.81,0.0385,Weekly CMF-Bullish Trend Change seen on 21-Nov-2017<br />MACD Above Zero Line seen on 20-Nov-2017<br />Crossed Above Weekly Central Line seen on 17-Nov-2017,Weekly MACD Below Signal Line seen on 16-Nov-2017<br />Monthly MACD Below Signal Line seen on 16-Nov-2017<br />MACD Below Signal Line seen on 16-Nov-2017
INE780Q01015,539119,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
INE486B01011,532033,-8.12,-3.65,-20.64,-,-11.93,-8.89,-16.72,26.64,106.59,0.33,33.88 (5-Y),0,1.25,-4.1,0,5.16,38.35,2.29,36.69,1.62,1.24,-,Cheap,-,-,5.013586,-0.15,0.0202,36.55,0.269853,0.0306,43.53,67.39,0.0284,-,-
INE966C01010,526865,-8.86,-,-46.67,-36.47,-28.54,-2.72,-5.76,-,41.418,0.22,28.6 (5-Y),0.47,1.04,6.85,0,1.09,12,0.06,-0.72,-,-3.05,5,Somewhat costly but justifies,-,-,3.380844,-0.57,0.0199,6.35,-0.834147,0.0161,13.68,17.84,0.0127,-,-
INE280F01019,505212,9.11,20.23,-,-,-,-,-,-,41.418,1.73,-,2.68,-5.75,4.98,0,15.6,7.76,0.42,2.3,-,1.32,9.7,Very Costly,-,-,35.497063,1.75,0,100,0.895588,0,100,100,0,-,-
INE058D01030,505840,-2.35,-0.56,57.37,149.82,17.54,25.65,6.98,6.24,31.46,1.45,40.15 (5-Y),0.44,0.34,16.45,0,7.35,5.84,0.95,59.54,0.09,-0.18,4.8,Cheap,-,-,33.61546,6.099999,0.0997,32.26,7.465588,0.0734,23.77,62.47,0.0629,-,-
INE455F01025,532532,4.62,2.39,-8.33,153.29,-15.07,-26.51,-21.46,-,-,0.43,24.38 (5-Y),10.25,-115.3,0.39,0,13.4,56.38,0.7,0.81,-,-4749.02,39062.94,Very Costly,Bullish Harami Formation formed on 16-Nov-2017<br />Bullish GapUp Formation formed on 13-Nov-2017<br />Three Inside Up formed on 10-Nov-2017<br />Bullish Harami Formation formed on 09-Nov-2017<br />Monthly Bullish Harami Formation formed on 25-Oct-2017,Weekly Spinning Top formed on 14-Nov-2017<br />Three Dark Crows formed on 08-Nov-2017<br />Monthly Spinning Top formed on 18-Oct-2017<br />Bearish Harami Formation formed on 16-Oct-2017<br />Weekly Dark Cloud cover Formation formed on 12-Oct-2017,20.450052,-0.700001,0.0387,18.51,-0.231176,0.0594,12.99,44.82,0.0598,ADX +DI Cross Above - DI Monthly ADX seen on 21-Nov-2017<br />PSAR Bullish Reversal on Weekly Chart seen on 21-Nov-2017<br />PSAR Bullish Reversal on Monthly Chart seen on 21-Nov-2017<br />ADX +DI Cross Above - DI Weekly ADX seen on 21-Nov-2017<br />CMF-Bullish Trend Change seen on 14-Nov-2017,ADX -DI Cross Above + DI Monthly ADX seen on 21-Nov-2017<br />ADX -DI Cross Above + DI Weekly ADX seen on 21-Nov-2017
INE351F01018,532627,0.69,-13.17,26.09,83.54,-19.47,-27.73,-22.82,-,-,0.44,21.11 (5-Y),2.56,-15.23,2.85,0,38.15,21.88,1.36,3.13,-,-1762.92,23994.33,Poor,Weekly Bullish Harami Formation formed on 14-Nov-2017<br />Bullish Harami Formation formed on 09-Nov-2017<br />Weekly Bullish Harami Formation formed on 03-Nov-2017<br />Bullish Harami Formation formed on 18-Oct-2017<br />Bullish GapUp Formation formed on 17-Oct-2017,Monthly Dark Cloud cover Formation formed on 10-Nov-2017<br />Monthly Bearish Engulfing Formation formed on 08-Nov-2017<br />Weekly Spinning Top formed on 03-Nov-2017<br />Weekly Three Inside Down formed on 02-Nov-2017<br />Three Outside Down formed on 01-Nov-2017,7.9,-0.05,0.0696,31.45,0.395441,0.0507,30.97,32.63,0.0649,ADX +DI Cross Above - DI Monthly ADX seen on 21-Nov-2017<br />ADX +DI Cross Above - DI Weekly ADX seen on 21-Nov-2017<br />MACD Above Zero Line seen on 14-Nov-2017<br />CMF-Bullish Trend Change seen on 14-Nov-2017<br />ADX +DI Cross Above - DI seen on 14-Nov-2017,ADX -DI Cross Above + DI Monthly ADX seen on 21-Nov-2017<br />Monthly MACD Below Zero Line seen on 21-Nov-2017<br />ADX -DI Cross Above + DI Weekly ADX seen on 21-Nov-2017<br />Weekly MACD Below Zero Line seen on 21-Nov-2017<br />ADX -DI Cross Above + DI seen on 21-Nov-2017
INE349X01015,Not Listed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Not Assessed,-,-,-,-,-,-,-,-,-,-,-,-,-
INE510D01014,526558,-,-,19.4,22.07,-9.75,-6.79,-,-,-,5.43,-,-1.61,0,-7.55,0,22.11,72.46,1.41,6.11,-,-8.72,79.68,Very Costly,-,-,22.69097,3.3,0.0459,91.59,2.0775,0,87.39,81.96,0.0137,-,-
INE718P01017,538564,5.85,19.31,15.16,12.46,-6.56,-,-,-,19.24,1.05,13.42 (3-Y),0,4.44,2.6,0,8.71,21.3,1.5,-21.93,-,-11.18,-,Very Costly,-,-,-,-,-,-,-,-,-,-,-,-,-
INE039C01032,520051,0.76,1.1,24.15,73.41,60.41,42.23,26.65,23.19,23.19,6.64,19.35 (5-Y),0.22,36.44,6.61,1.17,15.92,12.37,1.73,29.13,1.05,10.39,73.09,Somewhat costly but justifies,-,-,-,-,-,-,-,-,-,-,-,ADX +DI Cross Above - DI seen on 21-Nov-2017,PSAR Bearish Reversal on Weekly Chart seen on 21-Nov-2017<br />PSAR Bearish Reversal on Monthly Chart seen on 21-Nov-2017<br />Weekly CMF-Bearish Trend Change seen on 21-Nov-2017<br />ADX -DI Cross Above + DI seen on 20-Nov-2017
INE462D01018,502901,-,-,-,-,-,-,-,-,28.93,1.74,21.26 (5-Y),2.22,-4.25,6.26,0,3.24,10.21,0.15,-5.76,-,-6.91,15.93,Very Costly,-,-,-,-,-,-,-,-,-,-,-,-,-
INE711C01010,500220,4.09,-5.32,20.19,47.84,54.37,39.08,21.33,18.58,31.14833333,1.72,9.21 (5-Y),0.57,15.13,10.88,0,12.41,6.8,0.61,5.38,1.56,7.04,23.67,Very Costly,-,-,70.50266,-8.7,0.0164,2.97,-0.941765,0.0449,0,43.23,0.0597,-,-
INE801W01017,540394,11.85,-,-8.13,-,-,-,-,43.78,37.755,0.86,-,0.03,3.92,5.82,0,0.16,-,-,-1.25,-,-13.77,0.58,Not cheap but still Good,-,-,-,-,-,-,-,-,-,-,-,-,-
INE039O01011,Not Listed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Not Assessed,-,-,-,-,-,-,-,-,-,-,-,-,-
INE722N01014,514318,-15.32,-,44.58,190.21,-,-,-,7.88,7.88,1.74,6.47 (1-Y),0,20.69,23.06,0,7.06,4.07,0.53,4.59,0.05,3.34,-,Not cheap but still Good,-,-,-,-,-,-,-,-,-,-,-,-,-
INE593O01017,526001,5.99,1.14,-16.51,-19.05,23.32,-,-,-,22.85,1.2,5.26 (3-Y),0.01,8.3,4.26,0,10.58,8.67,0.59,27.12,-,-5.66,0.11,Poor,-,-,23,-0.75,0.0489,29.51,-1.811029,0.0081,51.87,53.99,0.0169,-,-
INE571B01028,520066,2.19,-8.3,0.22,99.87,48.68,54.73,26.08,18.95,15.31333333,3.49,8.18 (5-Y),0.84,19.3,7.47,0.48,8.81,9.38,0.63,20.09,0.76,-128.18,255.36,Not cheap but still Good,Inverted Hammer Formation formed on 16-Nov-2017<br />Bullish Harami Formation formed on 16-Nov-2017<br />Monthly Bullish Harami Formation formed on 02-Nov-2017<br />Three Inside Up formed on 24-Oct-2017<br />Bullish Harami Formation formed on 23-Oct-2017,Weekly Spinning Top formed on 14-Nov-2017<br />Spinning Top formed on 02-Nov-2017<br />Dark Cloud cover Formation formed on 25-Oct-2017<br />Weekly Bearish GapDown Formation formed on 13-Oct-2017<br />Spinning Top formed on 11-Oct-2017,559.5768,30.44999,0.0207,74.41,-19.259996,0.032,82.1,41.07,0.0371,-,-
INE315L01029,526523,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Not Assessed,-,-,-,-,-,-,-,-,-,-,-,-,-
INE984L01014,590132,-,-,-,-,-,-,-,17.5,28.89,-,34.76 (3-Y),0,12.61,9.24,0.4,1.09,-,-,18.49,0.15,0,-,Not Assessed,-,-,28.556234,-1.399999,0,0,-0.733529,0,0,0,0,-,-
INE364A01020,509715,16.35,19.69,12.84,27.35,6.33,0.39,6.95,-,10.32,1.29,11.33 (5-Y),1.72,1.12,3.38,0.44,9.73,18.55,0.59,6.01,-,-12.52,440.78,Not cheap but still Good,Monthly Inverted Hammer Formation formed on 01-Nov-2017<br />Inverted Hammer Formation formed on 01-Nov-2017<br />Monthly Bullish Harami Formation formed on 27-Oct-2017<br />Monthly Bullish Harami Formation formed on 18-Oct-2017<br />Monthly Bullish Harami Formation formed on 12-Oct-2017,Monthly Bearish Harami Formation formed on 17-Nov-2017<br />Monthly Spinning Top formed on 14-Nov-2017<br />Weekly Spinning Top formed on 14-Nov-2017<br />Bearish Harami Formation formed on 10-Nov-2017<br />Three Dark Crows formed on 08-Nov-2017,93.4868,6.049997,0.0412,88.86,0.972499,0.0338,96.44,43.18,0.0245,Stock Broke Weekly Resistance seen on 21-Nov-2017<br />Crossed Above Weekly Central Line seen on 21-Nov-2017<br />CMF-Bullish Trend Change seen on 21-Nov-2017<br />MACD Above Zero Line seen on 21-Nov-2017,MACD Below Signal Line seen on 17-Nov-2017<br />Monthly MACD Below Signal Line seen on 17-Nov-2017<br />Weekly MACD Below Signal Line seen on 17-Nov-2017<br />Monthly CMF-Bearish Trend Change seen on 15-Nov-2017<br />Crossed Below Weekly Central Line seen on 15-Nov-2017
INE289D01015,513252,0.49,8.84,29.52,68.84,27.63,36.44,20.42,23.54,25.51666667,2.7,17.18 (5-Y),2.26,7.94,6.66,0.49,3.9,8.4,0.19,-5.23,0.28,-42.57,120.77,Somewhat costly but justifies,-,-,370.11163,8.5,0.0515,52.44,16.351032,0.0646,57.68,47.07,0.042,-,-
INE998D01011,501311,-,-,-,-,-,-,-,-,61.94643766,0.71,-,6.68,-20.86,-2.65,0,-83.85,-38.22,4645,-15.28,-,-1.54,51.55,Poor,-,-,-,-,-,-,-,-,-,-,-,-,-
